stdrYm,areaCd,unitySignguCd,spctrUncd,spctrSecd,spctrCd,spctrTelno,spctrAdres,spctrDetailAdres,spctrStscd,operMbyLclasCd,operMbySclasCd,sttemntSeccd,registDe,rceptAmt,provdAmt,undtakeAmt,trnsferAmt,userCo,위도,경도
202412,13,13000200,3,20,S25601,063-432-9005,전북특별자치도 진안군 진안읍 거북바위로1길 9,,1,1,104,1,20020321,16226000,16226000.0,0,0,92,35.7718255,127.3739725
202412,11,11000600,3,20,S25701,043-834-1377,충청북도 괴산군 괴산읍 임꺽정로 104,1층,1,1,101,2,20010831,16883195,51825508.55,21426473,19228889,101,36.81491827,127.7855567
202412,10,10000500,3,20,S25901,033-592-4115,강원특별자치도 정선군 남면 별어곡1길 23-6,,1,1,101,1,20020308,0,0.0,21248262,0,1,37.26823991,128.7379985
202412,10,10000800,3,20,S26001,033-482-1377,강원도 양구군 양구읍 양구새싹로 7-11 ,,1,1,101,1,20100428,4908600,15914073.46,10009997,0,341,38.10247015,127.9864632
202412,16,16010001,3,20,S26101,055-253-1377,경상남도 창원시 의창구 태복산로31번길 16, (도계동),1,1,102,2,20071001,61834894,58046774.28,19121510,14540811,106,35.25534794,128.6407935
202412,10,10000400,3,20,S26401,033-334-0117,강원 평창군 평창읍 ,종부로 61 2층 평창군사회복지협의회,1,1,101,1,20020505,0,12546096.76,23766919,0,623,37.36771515,128.400549
202412,10,10000600,3,20,S26501,033-458-2998,강원 철원군 동송읍 이평로,Jan-80,1,4,402,1,20100428,1262692,5264834.49,2664593,0,153,38.20901655,127.2154565
202412,09,09210000,3,20,S26701,031-634-1377,경기도 이천시 부발읍 신원로 18,만옥빌딩 3층(신원리),1,4,401,2,20010201,114885016,32463690.09,13045534,13073758,362,37.2919123,127.5059336
202412,11,11000100,3,20,S26801,043-544-1377,충청북도 보은군 보은읍 보청대로 1907,,1,1,101,2,20020101,1560000,14024194.18,6639598,0,314,36.48815542,127.7158931
202412,10,10030000,3,20,S27601,033-643-1377,강원도 강릉시 종합운동장길 69,B110호 (교동),1,1,101,2,20100609,31124642,39549387.26,14113123,0,486,37.77367947,128.8984181
202412,11,11010001,3,20,S27701,043-267-1377,충북 청주시 흥덕구 운천동,1486,1,1,101,1,20020819,2876543,2876544.42,0,0,468,36.64847614,127.4751865
202412,09,09200000,3,20,S28101,031-949-1377,경기도 파주시 파주읍 봉서산로 138,(봉서리),1,4,402,2,20020923,105253596,106034285.9,16273833,0,330,37.8379362,126.7948984
202412,02,02000013,3,20,S28201,304-1376,서울 서대문구 연희동,133-1,1,1,101,2,20021101,191483515,178661452.4,13246571,19549500,40,37.57391001,126.9352308
202412,13,13000400,3,20,S28301,063-351-7072,전라북도 장수군 장수읍 시장로 27-9, (더조은빌라),1,1,101,1,20021224,3711900,5469278.7,1757378,0,20,35.64920209,127.5156325
202412,13,13000600,3,20,S28601,063-653-9120,전라북도 순창군 순창읍 장류로 407-30,순창군사회복지협의회,1,1,101,2,20021223,602300,1109682.88,13300252,0,7,35.37678732,127.1496663
202412,09,09260000,3,20,S28801,031-837-1377,경기도 양주시 광적면 가래비길 93,(가납리),1,4,401,2,20021127,65434607,73849668.24,20161880,10187181,512,37.82459293,126.9836295
202412,09,09080000,3,20,S29101,031-865-4577,경기도 동두천시 광암로6번길 2, (광암동),1,4,401,2,20030416,73680529,115729928.5,21163900,0,339,37.89447513,127.0828222
202412,05,05000008,3,20,S29201,032-564-1377,인천광역시 서구 심곡로124번길 10, (심곡동),1,1,101,2,20030317,42703710,70381232.25,32156939,5357708,132,37.54415409,126.6826937
202412,05,05000003,3,20,S29301,032-861-1377,인천광역시 미추홀구 장고개로42번길 30,1층  (도화동),1,1,101,2,20030403,13142224,27760737.2,32901281,6734736,141,37.47056884,126.6686374
202412,10,10000200,3,20,S29401,033-342-1104,강원특별자치도 횡성군 횡성읍 어수로 46,,1,1,101,2,20100428,7513347,26349750.86,16982759,0,293,37.49504598,127.9830639
202412,10,10000900,3,20,S29501,033-463-1377,강원도 인제군 인제읍 비봉로 48,농특산물판매장 2층 인제군사회복지협의회,1,1,101,2,20100428,5325936,9478777.97,4152840,0,139,38.06528174,128.174481
202412,10,10000700,3,20,S29701,033-442-1992,강원도 화천군 하남면 춘화로 3341,2층 화천군사회복지협의회,1,1,101,1,20100428,1515000,20725264.86,19210262,0,760,38.09820057,127.7045347
202412,10,10001100,3,20,S29801,033-673-4848,강원도 양양군 강현면 일출로 42,양양지역자활센터,1,1,101,1,20101202,22283863,38020297.73,13972719,0,160,38.11607964,128.6314341
202412,11,11000700,3,20,S29901,043-873-1377,충청북도 음성군 음성읍 중앙로40번길 9-1,"201, 202호",1,1,101,2,20030804,38493719,52399267.77,20368977,73416030,969,36.92824618,127.6901784
202412,13,13000100,3,20,S30001,063-232-1377,전라북도 완주군 삼례읍 별산농원길 20,,1,1,103,1,20031001,7845200,11704537.24,0,0,150,35.92066043,127.0918742
202412,12,12010000,3,20,S30201,041-554-3572,충청남도 천안시 동남구 태조산길 13-31 ,(원성동),1,4,402,2,20040107,65381625,110429623.9,29781277,13480252,557,36.81276169,127.1668657
202412,11,11000500,3,20,S30301,043-533-1377,충청북도 진천군 진천읍 상산로 42,진천군기초푸드뱅크,1,4,401,2,20040323,146475546,179757982.5,44776088,0,721,36.85411213,127.4384549
202412,08,08000002,3,20,S30401,052-257-1377,울산광역시 남구 봉월로50번길 45(신정동),울산광역시나눔푸드마켓,1,1,103,1,20040402,4970024,4970024.4,0,0,33,35.53825166,129.3105658
202412,08,08000002,3,30,S30402,052-252-1377,울산광역시 남구 봉월로50번길 45(신정동),울산광역시나눔푸드마켓,1,4,402,1,20090708,5562640,24769212.59,15277290,0,243,35.53825166,129.3105658
202412,09,09150000,3,30,S30501,031-434-1379,경기도 시흥시 오동마을로45번길 7,(정왕동),1,1,103,2,20040510,168596373,149479998.4,34148746,42033701,1222,37.35234095,126.7468106
202412,06,06000004,3,20,S30701,062-574-1377,광주광역시 북구 서하로194번길 6 ,"(오치동, 오치 영구임대아파트)",1,1,101,2,20041025,29763785,41679767.37,9384088,0,224,35.1854401,126.9009772
202412,06,06000004,3,20,S30801,062-266-8185,광주광역시 북구 삼정로 7,두암종합사회복지관 2층,1,1,101,2,20041018,33881000,43810516.8,14117761,0,169,35.16528991,126.9345857
202412,09,09200000,3,20,S30901,031-945-3054,경기도 파주시 교하로 914,아이리스 빌딩 301호(문발동),1,3,301,2,20040802,68864470,54521888.41,9112258,11495892,914,37.72777972,126.7058865
202412,02,02000015,3,30,S31001,02-2062-1377,서울특별시 양천구 중앙로 250, (신정동) 양천나눔누리센터 1층,1,4,401,2,20041208,261260570,266543272.0,31323908,0,2282,37.51888512,126.8537505
202412,06,06000002,3,20,S31101,062-384-1377,광주광역시 서구 쌍학로 47,"(쌍촌동, 영구임대아파트)",1,1,101,2,20050217,28738296,51515692.46,26672630,0,619,35.14738208,126.8688313
202412,17,17010000,3,20,S31201,064-796-9097,제주특별자치도 제주시 한림읍 한림상로 207-9,,1,1,101,2,20050301,75809871,86797622.86,27954531,0,273,33.41639223,126.2674541
202412,11,11000300,3,20,S31401,043-744-4949,충북 영동군 영동읍 설계리,740-1 영동군사회복지협의회(내),1,1,101,2,20050127,7301200,43504236.02,24676666,0,1496,36.194235,127.7910837
202412,15,15010002,3,20,S31501,054-244-1377,경상북도 포항시 북구 삼흥로35번길 1-4 ,(장성동),1,4,401,1,20050311,3488800,12945371.51,9418000,0,466,36.0651923,129.3783195
202412,10,10001000,3,20,S31601,033-681-1376,강원도 고성군 거진읍 태봉2길 24,,1,4,401,2,20050125,0,355013.0,289932,0,11,38.45016432,128.452564
202412,09,09250000,3,20,S31801,031-766-1377,경기도 광주시 고불로 40-11, (중대동),1,4,402,2,20050516,124703292,232051979.2,109218850,26312140,346,37.39436189,127.2327484
202412,15,15010001,3,20,S31901,054-293-1378,경상북도 포항시 남구 오천읍 해병로347번길 34,1층 경동푸드뱅크,1,4,401,2,20050531,32251622,38740883.08,3765417,0,576,35.96332684,129.413521
202412,11,11010004,3,20,S32001,043-218-1377,충청북도 청주시 청원구 내수읍 내수로 737,,1,4,401,2,20050705,24490900,49818047.86,29730927,0,288,36.72726637,127.5367638
202412,15,15010002,3,20,S32201,054-261-7525,경상북도 포항시 북구 흥해읍 한동로 43,,1,1,104,1,20050930,9725337,6080397.56,4728872,0,148,36.11078699,129.3462997
202412,15,15010002,3,20,S32301,054-255-1377,경상북도 포항시 북구 중앙로298번길 3-1, (상원동),1,3,301,2,20051114,56639783,152464303.9,79823580,0,143,36.03947711,129.3667003
202412,09,09010001,3,20,S32401,031-271-1377,경기도 수원시 장안구 장안로63번길 8 ,(영화동),1,4,402,2,20051229,25414034,66974262.86,41560220,1512640,257,37.29012457,127.0030812
202412,02,02000025,3,30,S32501,02-427-1377,서울특별시 강동구 동남로 926, (고덕동),1,1,101,2,20060308,45580884,61684585.81,14439945,9164560,549,37.5563893,127.1569353
202412,02,02000013,3,30,S32601,02-392-1377,서울특별시 서대문구 독립문로 50,(냉천동),1,3,301,2,20100224,87461933,98026343.23,33804426,2388483,1585,37.56793047,126.9624762
202412,02,02000019,3,30,S32701,02-2671-1377,서울특별시 영등포구 선유동1로 80, (당산동3가) 영등포구청별관  ,1,1,101,2,20051229,280325217,177310789.0,16049722,83693280,1261,37.5286199,126.89449
202412,02,02000007,3,30,S32801,02-493-1582,서울특별시 중랑구 봉화산로56길 22, (신내동),1,1,103,2,20051222,153328455,117586853.0,40626672,0,1396,37.60752169,127.0993794
202412,02,02000001,3,30,S32901,02-2148-4102,서울 종로구 숭인1동 ,55-2 숭인1동주민센터 4층,1,1,102,2,20051229,180594341,204681496.6,21874633,0,691,37.57780102,127.0156407
202412,02,02000011,3,30,S33101,02-975-1277,서울특별시 노원구 동일로 1229 노원구민회관(중계동), B1층,1,1,102,2,20051229,106905853,181237791.4,76449476,3695650,2229,37.6389605,127.0663451
202412,11,11000500,3,20,S33301,043-536-0129,충청북도 진천군 진천읍 진광로 72-1 ,(우주동백1차아파트),1,4,402,1,20060307,126364,21081463.81,24095245,0,147,36.87093568,127.4425651
202412,02,02000003,3,30,S33501,02-703-0129,서울특별시 용산구 한강대로 345 ,용산구 푸드뱅크마켓센터  (구 갈월파출소),1,1,103,2,20060424,183969673,179709617.6,14228595,1862500,527,37.54902429,126.9714605
202412,09,09230000,3,20,S33801,031-996-1377,경기도 김포시 양촌읍 김포한강4로278번길 103-59,,1,1,103,2,20060324,236766345,43659375.47,10883800,9120758,274,37.65804303,126.6506266
202412,11,11010001,3,20,S33901,043-254-1377,충청북도 청주시 상당구 쇠내로145번길 15," A동 2층 202호(금천동, 금천뉴타운아파트상가) ",1,1,104,2,20100101,26389684,41830321.84,16382337,0,273,36.6215127,127.5084891
202412,02,02000005,3,30,S34101,02-499-1377,서울 광진구 화양동,132-68,1,1,101,2,20070320,67814387,69150092.22,15940967,20258278,558,37.54647626,127.0713676
202412,07,07000004,3,20,S34201,042-822-7986,대전광역시 유성구 노은동로 33, (노은동) 노은농수산물도매시장 3문 경사로 옆,1,1,101,2,20070329,69421619,89455263.89,31087233,21808849,182,36.36586304,127.3189764
202412,20,20010000,3,20,S34301,044-868-1311,세종특별자치시 조치원읍 터미널안길 60,6-2호,1,1,101,2,20070801,59235414,95480273.48,24670669,0,356,36.60153996,127.3031828
202412,06,06000005,3,20,S34501,062-941-8209,광주광역시 광산구 송도로 143 ,"(도산동, 대덕1차아파트)상가1층",1,1,103,2,20070504,35399153,63629925.21,28105868,0,102,35.12777889,126.7915112
202412,09,09280000,3,20,S34801,031-885-1138,경기도 여주시 도예로 39-11 ,(현암동),1,3,301,2,20070626,20829233,62465655.14,14638632,36340000,491,37.30799995,127.6402345
202412,06,06000004,3,20,S34901,062-512-1125,광주광역시 북구 풍동길 20,(풍향동),1,1,103,2,20070919,14853300,92245413.92,25434905,0,250,35.16605302,126.9216953
202412,12,12000400,3,20,S35001,041-944-1500,충청남도 청양군 운곡면 청신로 ,402 (위라리),1,4,402,1,20071031,351599740,20419281.64,12578172,337731190,340,36.5104326,126.8387183
202412,02,02000022,3,30,S35201,02-579-1377,서울특별시 서초구 바우뫼로 43(우면동),Jan-68,1,1,101,2,20070430,275791621,167915279.5,28301356,17277544,730,37.47174219,127.0269012
202412,02,02000018,3,30,S35401,02-3286-1377,서울특별시 금천구 탑골로 35,신축건물 1층  (시흥동),1,1,101,2,20071221,1063314707,952095737.7,83160995,3510000,797,37.45219347,126.9131721
202412,02,02000024,3,30,S35501,02-2043-1377,서울 송파구 마천동,182-2,1,4,401,2,20071114,127670717,131483982.4,31405845,0,694,37.49602585,127.1499036
202412,02,02000004,3,30,S35601,02-425-1377,서울특별시 성동구 고산자로 323, (마장동)201호,1,3,303,2,20071206,78524950,95773072.27,27792993,17575311,892,37.56855829,127.0369237
202412,02,02000009,3,30,S35701,02-991-1377,서울특별시 강북구 한천로148길 12-13,"103동 204호 (수유동, 칸타빌 수유팰리스)",1,1,101,2,20071224,287048946,104193077.8,62680268,61800000,949,37.64217922,127.0254937
202412,02,02000006,3,30,S35801,02-2246-0036,서울특별시 동대문구 천호대로2길 23-9(신설동), ,1,1,101,2,20071226,88624272,141911111.0,49866544,12648030,1252,37.57393521,127.0246243
202412,11,11010003,3,20,S35901,043-266-1377,충청북도 청주시 흥덕구 강서로71번길 20-3, (강서동),1,4,401,2,20080303,112448183,167500841.1,71385016,3413503,374,36.62273032,127.4243446
202412,09,09000300,3,20,S36001,031-775-7741,경기도 양평군 용문면 용문역길 67 ,(다문리),1,3,301,2,20080131,67444074,94313525.1,13356452,0,542,37.48050254,127.589247
202412,09,09280000,3,20,S36101,031-884-1377,경기도 여주시 가남읍 자유그린길 37,(삼군리),1,4,402,2,20071016,2679932,108805396.9,109662120,0,126,37.21242382,127.5605784
202412,09,09000100,3,20,S36201,031-833-1010,경기도 연천군 전곡읍 전곡로40번길 1,(전곡리),1,4,402,2,20080124,43428728,71516538.79,47126582,0,473,38.01726829,127.0727469
202412,12,12020000,3,20,S36301,041-857-6004,충청남도 공주시 신기동길 48-8, (신기동),1,3,301,2,20070509,21567041,42941535.56,20628297,0,151,36.43062182,127.1441772
202412,02,02000012,3,30,S36401,02-354-1377,서울특별시 은평구 서오릉로 134-5, (대조동),1,1,101,2,20080214,354051259,240743475.7,11469370,0,612,37.61141699,126.9177923
202412,02,02000014,3,30,S36601,02-364-1377,서울 마포구 성산동,533-1 마포농수산물시장내 1층,1,1,102,2,20100806,22710706,36172074.67,21025294,3300000,796,37.56288276,126.9092848
202412,08,08000001,3,20,S36701,052-292-1365,울산광역시 중구 화합로 366-1, (반구동),1,1,103,2,20091023,17896248,18006649.97,0,0,19,35.55876955,129.341187
202412,02,02000002,3,30,S36901,02-2297-1377,서울특별시 중구 퇴계로 460, (신당동),1,1,101,2,20080701,259116361,178934129.6,17315981,90992594,563,37.56509159,127.0227851
202412,02,02000017,3,30,S37001,02-869-1378,서울특별시 구로구 구로동로50길 10, (구로동),1,1,101,2,20080718,541169568,464966790.1,29249722,0,783,37.49925588,126.8829704
202412,09,09190002,3,20,S37201,031-283-0873,경기도 용인시 기흥구 마북로247번길 92, (마북동),1,1,103,2,20080711,92458251,197885798.1,66131165,9963813,767,37.31684658,127.1287721
202412,09,09000200,3,20,S37401,031-581-2727,경기도 가평군 가평읍 달전로 44,1층(달전리),1,4,402,2,20081014,44056863,99811207.78,69985389,22339150,245,37.81432988,127.5181823
202412,06,06000003,3,20,S37501,062-653-9313,광주광역시 남구 진다리로31번길 13, (백운동),1,1,103,1,20080925,14311000,23685760.98,6242969,0,121,35.13797781,126.9050673
202412,02,02000016,3,30,S37601,02-2635-1377,서울특별시 강서구 공항대로2가길 5, (공항동) 통합복지센터 내 1층,1,1,103,2,20081021,404282850,187756828.2,22385924,0,1411,37.56036332,126.8089482
202412,02,02000008,3,30,S37701,02-981-1377,서울특별시 성북구 아리랑로4길 22,301호,1,1,101,2,20081218,83032095,93182799.48,13321785,0,877,37.59484208,127.0172949
202412,02,02000010,3,30,S37801,02-907-1377,서울특별시 도봉구 도봉로170길 2,도봉역 다가치센터 16구역 (도봉동),1,1,101,2,20090116,112258754,79519327.01,43268605,0,960,37.68036291,127.045764
202412,02,02000021,3,30,S38001,02-872-1377,서울특별시 관악구 신림로58길 13, (신림동) 다이아몬드빌딩 501호,1,1,103,2,20090122,97078293,92630525.11,20581341,0,1112,37.48261963,126.9306338
202412,02,02000020,3,30,S38101,02-817-1377,서울 동작구 사당동 ,169-8(대림프라자 상가  206호,1,1,102,2,20081029,89115558,68259527.82,38165158,20755007,1102,37.48393267,126.9731357
202412,09,09070000,3,20,S38401,031-662-2677,경기도 평택시 탄현1로 160,", B102호(신장동)",1,1,101,2,20090116,89229052,108001535.3,27893672,22464000,113,37.07418182,127.0538997
202412,12,12000300,3,20,S38701,041-951-9444,충청남도 서천군 서천읍 서천로 10,1층,1,1,101,1,20090512,11294000,5774633.87,15701328,0,28,36.07516984,126.6983251
202412,07,07000003,3,30,S38801,042-488-1370,대전광역시 서구 계룡로219번길 17,1층 대전행복나눔무지개푸드마켓1호점 ,1,1,101,2,20090124,9700516,39625182.1,10906120,0,618,36.35227697,127.3536363
202412,07,07000001,3,30,S38901,042-633-1377,대전광역시 동구 동대전로 102-1, (대동),1,1,104,2,20090421,2233873,17024083.97,9903120,3359981,585,36.33139869,127.4444363
202412,05,05000100,3,30,S39001,032-934-0808,인천광역시 강화군 강화읍 향나무길22번길 12,,1,1,102,2,20090528,41822070,110464900.4,34957840,23031410,333,37.74635613,126.4783408
202412,16,16050000,3,30,S39101,055-328-1377,경상남도 김해시 김해대로 2232,김해시외버스터미널 4층,1,1,105,2,20090612,25554598,35402972.81,12749454,0,364,35.22933963,128.8722426
202412,11,11010001,3,30,S39201,043-222-9171,충북 청주시 상당구 서문동 ,198-3,1,1,101,1,20090615,31913312,21485664.86,7242274,0,187,36.6333508,127.4852235
202412,12,12000300,3,30,S39301,041-951-9444,충청남도 서천군 서천읍 서천로 10,1층,1,1,101,1,20090609,1013800,41186.1,0,0,16,36.07516984,126.6983251
202412,05,05000002,3,30,S39401,032-773-2377,인천 동구 송림동 ,59-12번지,1,3,301,2,20090626,10753000,97341719.88,23116874,0,521,37.47622655,126.6401504
202412,11,11030000,3,30,S39501,043-647-1377,충청북도 제천시 동명로 50, (명동),1,1,101,1,20090610,4683600,14530162.77,12671507,10737513,461,37.13406453,128.2055819
202412,05,05000007,3,30,S39601,032-551-1377,인천광역시 계양구 계양대로 126, (작전동) 계양구의회건물1층,1,1,103,2,20090629,60804733,85067048.03,27310681,3003273,545,37.53513212,126.7229252
202412,07,07000005,3,30,S39701,042-637-1377,대전광역시 대덕구 계족로608번길 15 ,(법동),1,1,101,2,20090721,9328800,24089569.72,14097324,0,638,36.36614608,127.431166
202412,16,16030000,3,30,S39801,055-646-1377,경남 통영시 무전동,984번지 내 27호(국제상가아파트 1층 27호),1,1,102,1,20090618,1734000,16070072.7,10121967,0,530,34.85896359,128.4290463
202412,16,16020000,3,30,S39901,055-747-1377,경상남도 진주시 서장대로 281, (이현동),1,1,101,1,20090622,2607600,14963493.33,11899329,6022354,377,35.1923049,128.0639047
202412,03,03000006,3,30,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,1,1,101,2,20090626,92976911,134835179.8,71776002,0,468,35.20325451,129.063897
202412,03,03000008,3,30,S40101,051-335-8377,부산광역시 북구 의성로115번길 11,(덕천동) 북구행복나눔푸드마켓,1,1,101,2,20090623,31063579,32671438.04,36617201,32422711,525,35.21055089,129.0116225
202412,03,03000009,3,30,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,1,1,101,2,20090615,73001771,42281503.27,6092499,0,707,35.1854702,129.1256317
202412,03,03000002,3,30,S40301,051-243-1367,부산광역시 서구 대영로85번길 42, (동대신동2가),1,1,101,2,20090622,14695990,28565983.09,21297976,30595013,17,35.11279637,129.0196955
202412,15,15100000,3,30,S40401,053-802-1377,경상북도 경산시 경청로219길 3-2,(백천동) 경산푸드마켓,1,1,101,2,20090625,14152660,1283300.0,35095620,20283785,380,35.80297756,128.737509
202412,15,15010002,3,30,S40701,054-231-1377,경상북도 포항시 북구 장량로61번길 5-1,(장성동),1,1,101,2,20090626,14605500,13162693.57,139636,0,414,36.08292108,129.3869
202412,13,13030000,3,30,S40801,063-854-1377,전북특별자치도 익산시 중앙로7길 2-9, (갈산동),1,1,101,2,20090617,114464463,80031873.89,7009164,30086373,1248,35.93896713,126.9527896
202412,13,13000300,3,30,S40901,063-322-1370,전라북도 무주군 무주읍 한풍루로 294,,1,1,101,2,20090617,10301807,39970920.95,32727359,3518234,655,36.00291595,127.6586158
202412,13,13010001,3,30,S41001,063-286-1377,전라북도 전주시 완산구 장승배기로 245,(평화동1가),1,1,101,2,20090625,8972226,75782149.75,35408159,3708000,708,35.79814407,127.1390653
202412,12,12010000,3,30,S41201,041-573-1377,충청남도 천안시 동남구 원성1길 24, (원성동),1,1,101,2,20090629,45223826,52379548.11,41880089,0,505,36.80852171,127.1593055
202412,17,17010000,3,30,S41301,064-758-1377,제주특별자치도 제주시 동광로 85, (일도이동),1,1,101,2,20090617,71197078,108916245.1,106160496,0,1815,33.50502852,126.5370869
202412,07,07000002,3,20,S41501,042-242-2700,대전광역시 중구 문창로 39, (부사동),1,3,301,1,20090619,1474200,43125957.4,41651757,0,28,36.31698742,127.4346121
202412,16,16010001,3,30,S41601,055-283-1377,경상남도 창원시 의창구 도계로 102," (도계동, 대남상가아파트) 대남상가 1층",1,1,102,2,20090622,9703819,24096539.34,18742925,3220860,432,35.25592522,128.6403112
202412,09,09060000,3,30,S41701,02-2688-1377,경기도 광명시 광삼로 9, 1층 (광명동),1,4,401,2,20090612,102847579,111988959.0,34602497,0,639,37.47817639,126.8601186
202412,09,09050001,3,30,S41801,032-324-1688,경기도 부천시 신흥로275번길 19, (중동),1,3,301,2,20090630,77033555,59126071.13,11662570,5164392,369,37.50807581,126.7737162
202412,09,09020002,3,30,S41901,031-756-1378,경기도 성남시 분당구 탄천로 215,탄천종합운동장내 체육회관 지하2층 상점17호(야탑동),1,1,103,2,20090626,78791098,143325783.7,70427157,40330915,543,37.41179093,127.120513
202412,09,09010003,3,30,S42001,031-238-1378,경기도 수원시 팔달구 매산로 86,1층 (매산로3가),1,3,301,2,20090721,69893126,19282671.67,9332985,20081110,461,37.26992788,127.0104492
202412,09,09030000,3,30,S42201,031-855-1377,경기도 의정부시 용민로92번길 12, (용현동),1,3,301,2,20090701,69448337,86046874.39,24659587,7400200,693,37.73752013,127.088044
202412,09,09200000,3,30,S42301,031-949-2215,경기도 파주시 교하로 914 ,(문발동)아이리스빌딩107호,1,3,301,2,20090629,62775333,15474553.96,5456810,23685058,437,37.72777972,126.7058865
202412,09,09070000,3,30,S42401,031-618-1877,경기도 평택시 원평로28번길 34,(군문동),1,4,401,2,20090622,63403685,20589383.95,26968230,42444844,205,36.98779749,127.0867576
202412,04,04000007,3,30,S42501,053-636-1377,대구 달서구 송현2동 ,977-2번지,1,1,101,2,20090810,31067610,33807361.12,78273795,130051228,617,35.83278706,128.5455827
202412,04,04000001,3,30,S42601,053-256-1377,대구 중구 남산4동 ,남산로 29-1,1,1,101,1,20090619,0,9592397.01,15640245,0,403,35.8582318,128.5805038
202412,06,06000002,3,30,S42701,062-374-1377,광주광역시 서구 염화로 119(화정동),행복나눔푸드마켓서구점,1,1,101,1,20090701,6000300,12276502.88,10985955,3360000,206,35.14309137,126.8775685
202412,06,06000004,3,30,S42801,062-264-1377,광주광역시 북구 서하로 232(오치동),969-1,1,1,101,1,20090709,14599570,14504194.51,5841504,47423,275,35.18702291,126.9058704
202412,09,09240000,3,30,S42901,031-8059-1677,경기도 화성시 향남읍 행정서로3길 50,(행정리),1,3,301,1,20120613,11207501,11636090.46,4271159,0,216,37.13046621,126.9195183
202412,14,14001100,3,30,S43001,061-283-1477,전라남도 무안군 삼향읍 오룡3길 22,"1층(전라남도회관), 전라남도사회복지협의회",1,1,101,2,20090901,62169288,56015626.39,85053920,116710136,481,34.81695225,126.457887
202412,14,14020000,3,30,S43002,061-642-1477,전라남도 여수시 신기북4길 11-1,(신기동),1,1,101,2,20100813,8468213,38280303.98,21791580,0,243,34.76483565,127.6713055
202412,09,09070000,3,30,S43101,031-664-1377,경기도 평택시 탄현1로 160,(신장동) B102호,1,1,101,1,20090914,18375694,7699900.28,0,10663620,332,37.07418182,127.0538997
202412,13,13060000,3,30,S43201,063-543-1377,전라북도 김제시 금성로 93, (신풍동),1,1,101,1,20090724,2689940,0.0,0,0,1,35.79970758,126.9004396
202412,09,09100002,3,30,S43301,031-902-1377,경기도 고양시 일산동구 호수로446번길 55, (백석동),1,3,102,2,20091103,65218540,63340268.42,0,1065000,520,37.64603119,126.7801025
202412,13,13000700,3,30,S43401,063-561-1378,전라북도 고창군 전봉준로 96 푸드마켓(고창읍 율계리),고창푸드마켓,1,1,101,1,20100909,924100,3646664.57,0,1612498,438,35.44355659,126.6826268
202412,11,11020000,3,30,S43501,043-855-3011,충청북도 충주시 사직산21길 34, (문화동) 복합복지관 지하1층,1,1,101,1,20100122,15439520,101261147.5,87043268,0,238,36.97086234,127.9280544
202412,05,05000001,3,30,S43801,032-777-0377,인천광역시 중구 홍예문로 77, (전동17-38),1,3,301,2,20100120,20151160,63773571.11,32321381,7946524,552,37.47641067,126.627975
202412,07,07000004,3,30,S43901,042-935-1377,대전광역시 유성구 봉산로36번길 1, (봉산동),1,1,105,2,20090818,270107468,22449862.63,6154865,979488,561,36.43697223,127.3868907
202412,07,07000002,3,30,S44001,042-256-1377,대전광역시 중구 보문로 142, (대사동),1,1,101,2,20090910,3462200,21676570.56,12839339,0,717,36.31600567,127.4271383
202412,07,07000004,3,30,S44101,042-826-6377,대전광역시 유성구 유성대로730번길 51,(장대동),1,1,101,2,20100128,26403089,28207959.56,22952181,10740094,641,36.3581193,127.3354123
202412,09,09220000,3,20,S45601,031-652-5085,경기도 안성시 공도읍 진사길 79-17,(진사리),1,4,402,2,20100428,51852613,30213563.1,5039587,19846836,480,36.9909801,127.1448032
202412,05,05000005,3,30,S45701,032-463-1377,인천광역시 남동구 인주대로 854, (만수동) 1층 푸드마켓,1,3,301,2,20100430,13948664,25495131.75,45134360,12804816,640,37.44813858,126.7321856
202412,05,05000006,3,30,S45801,032-426-1377,인천 부평구 부개동,120-78,1,3,303,2,20100512,148460938,55251599.5,51210673,93482825,492,37.48484294,126.7369029
202412,05,05000003,3,30,S45901,032-875-1377,인천광역시 미추홀구 장고개로42번길 30,1층 (도화동),1,1,101,2,20100524,21334130,34734332.27,28947214,9539199,554,37.47056884,126.6686374
202412,05,05000004,3,30,S46001,032-817-1377,인천광역시 연수구 비류대로519번길 3-2, (선학동) 1층 연수구푸드마켓1호점,1,3,303,2,20100511,20070310,38913948.74,29560752,22915631,639,37.42336314,126.6921783
202412,05,05000004,3,30,S46101,032-834-2377,인천광역시 연수구 청량로184번길 17," (옥련동, 휴빌리지) 102호",1,4,402,2,20100514,86051466,135990056.7,60779451,3845892,607,37.42395482,126.653435
202412,05,05000008,3,30,S46201,032-584-1377,인천광역시 서구 거북로 124, (석남동),1,1,101,2,20100430,36256083,43728046.47,33617377,22665968,471,37.50286873,126.6754739
202412,05,05000006,3,30,S46301,032-511-1377,인천광역시 부평구 경원대로1367번길 18, (부평동),1,1,103,2,20100429,16439426,69178164.73,69068677,2728718,455,37.49207025,126.7209568
202412,05,05000003,3,30,S46401,032-889-1377,인천광역시 미추홀구 인주대로 127, (용현동,1,4,402,2,20091230,31481732,4006449.45,35033620,6519743,123,37.45675008,126.6512588
